"obs"	"tobs"	"month"	"day"	"year"	"Prec"
"7580"	7580	276	10	2	1920	0
"7581"	7581	277	10	3	1920	0
"7582"	7582	278	10	4	1920	0
"7583"	7583	279	10	5	1920	0
"7584"	7584	280	10	6	1920	0
"7585"	7585	281	10	7	1920	0
"7586"	7586	282	10	8	1920	0
"7587"	7587	283	10	9	1920	0
"7588"	7588	284	10	10	1920	0
"7589"	7589	285	10	11	1920	0
"7590"	7590	286	10	12	1920	0
"7591"	7591	287	10	13	1920	0.13
"7592"	7592	288	10	14	1920	0.03
"7593"	7593	289	10	15	1920	0
"7594"	7594	290	10	16	1920	0
"7595"	7595	291	10	17	1920	0
"7596"	7596	292	10	18	1920	0
"7597"	7597	293	10	19	1920	0
"7598"	7598	294	10	20	1920	0
"7599"	7599	295	10	21	1920	0
"7600"	7600	296	10	22	1920	0.02
"7601"	7601	297	10	23	1920	0
"7602"	7602	298	10	24	1920	0
"7603"	7603	299	10	25	1920	0
"7604"	7604	300	10	26	1920	0.03
"7605"	7605	301	10	27	1920	0
"7606"	7606	302	10	28	1920	0
"7607"	7607	303	10	29	1920	0
"7608"	7608	304	10	30	1920	0.03
"7609"	7609	305	10	31	1920	0.26
"7610"	7610	306	11	1	1920	0.01
"7611"	7611	307	11	2	1920	0
"7612"	7612	308	11	3	1920	0
"7613"	7613	309	11	4	1920	0
"7614"	7614	310	11	5	1920	0
"7615"	7615	311	11	6	1920	0
"7616"	7616	312	11	7	1920	0.03
"7617"	7617	313	11	8	1920	0
"7618"	7618	314	11	9	1920	0.01
"7619"	7619	315	11	10	1920	0
"7620"	7620	316	11	11	1920	0.11
"7621"	7621	317	11	12	1920	0.08
"7622"	7622	318	11	13	1920	0
"7623"	7623	319	11	14	1920	0
"7624"	7624	320	11	15	1920	0
"7625"	7625	321	11	16	1920	0
"7626"	7626	322	11	17	1920	0
"7627"	7627	323	11	18	1920	0
"7628"	7628	324	11	19	1920	0
"7629"	7629	325	11	20	1920	0
"7630"	7630	326	11	21	1920	0
"7631"	7631	327	11	22	1920	0
"7632"	7632	328	11	23	1920	0
"7633"	7633	329	11	24	1920	0
"7634"	7634	330	11	25	1920	0
"7635"	7635	331	11	26	1920	0
"7636"	7636	332	11	27	1920	0
"7637"	7637	333	11	28	1920	0
"7638"	7638	334	11	29	1920	0
"7639"	7639	335	11	30	1920	0
"7640"	7640	336	12	1	1920	0
"7641"	7641	337	12	2	1920	0
"7642"	7642	338	12	3	1920	0
"7643"	7643	339	12	4	1920	0
"7644"	7644	340	12	5	1920	0
"7645"	7645	341	12	6	1920	0.06
"7646"	7646	342	12	7	1920	0
"7647"	7647	343	12	8	1920	0
"7648"	7648	344	12	9	1920	0
"7649"	7649	345	12	10	1920	0
"7650"	7650	346	12	11	1920	0
"7651"	7651	347	12	12	1920	0
"7652"	7652	348	12	13	1920	0
"7653"	7653	349	12	14	1920	0
"7654"	7654	350	12	15	1920	0
"7655"	7655	351	12	16	1920	0
"7656"	7656	352	12	17	1920	0
"7657"	7657	353	12	18	1920	0
"7658"	7658	354	12	19	1920	0
"7659"	7659	355	12	20	1920	0.29
"7660"	7660	356	12	21	1920	0.09
"7661"	7661	357	12	22	1920	0
"7662"	7662	358	12	23	1920	0
"7663"	7663	359	12	24	1920	0
"7664"	7664	360	12	25	1920	0
"7665"	7665	361	12	26	1920	0.09
"7666"	7666	362	12	27	1920	0.01
"7667"	7667	363	12	28	1920	0
"7668"	7668	364	12	29	1920	0
"7669"	7669	365	12	30	1920	0
"7670"	7670	366	12	31	1920	0
"7671"	7671	1	1	1	1921	0
"7672"	7672	2	1	2	1921	0
"7673"	7673	3	1	3	1921	0
"7674"	7674	4	1	4	1921	0
"7675"	7675	5	1	5	1921	0
"7676"	7676	6	1	6	1921	0
"7677"	7677	7	1	7	1921	0.24
"7678"	7678	8	1	8	1921	0
"7679"	7679	9	1	9	1921	0
"7680"	7680	10	1	10	1921	0.11
"7681"	7681	11	1	11	1921	0
"7682"	7682	12	1	12	1921	0
"7683"	7683	13	1	13	1921	0
"7684"	7684	14	1	14	1921	0
"7685"	7685	15	1	15	1921	0
"7686"	7686	16	1	16	1921	0
"7687"	7687	17	1	17	1921	0
"7688"	7688	18	1	18	1921	0
"7689"	7689	19	1	19	1921	0
"7690"	7690	20	1	20	1921	0
"7691"	7691	21	1	21	1921	0
"7692"	7692	22	1	22	1921	0
"7693"	7693	23	1	23	1921	0
"7694"	7694	24	1	24	1921	0.61
"7695"	7695	25	1	25	1921	0
"7696"	7696	26	1	26	1921	0
"7697"	7697	27	1	27	1921	0
"7698"	7698	28	1	28	1921	0
"7699"	7699	29	1	29	1921	0
"7700"	7700	30	1	30	1921	0
"7701"	7701	31	1	31	1921	0
"7702"	7702	32	2	1	1921	0
"7703"	7703	33	2	2	1921	0
"7704"	7704	34	2	3	1921	0
"7705"	7705	35	2	4	1921	0
"7706"	7706	36	2	5	1921	0.02
"7707"	7707	37	2	6	1921	0.16
"7708"	7708	38	2	7	1921	0.01
"7709"	7709	39	2	8	1921	0
"7710"	7710	40	2	9	1921	0
"7711"	7711	41	2	10	1921	0
"7712"	7712	42	2	11	1921	0
"7713"	7713	43	2	12	1921	0
"7714"	7714	44	2	13	1921	0
"7715"	7715	45	2	14	1921	0
"7716"	7716	46	2	15	1921	0
"7717"	7717	47	2	16	1921	0
"7718"	7718	48	2	17	1921	0
"7719"	7719	49	2	18	1921	0
"7720"	7720	50	2	19	1921	0
"7721"	7721	51	2	20	1921	0
"7722"	7722	52	2	21	1921	0
"7723"	7723	53	2	22	1921	0
"7724"	7724	54	2	23	1921	0
"7725"	7725	55	2	24	1921	0
"7726"	7726	56	2	25	1921	0
"7727"	7727	57	2	26	1921	0
"7728"	7728	58	2	27	1921	0
"7729"	7729	59	2	28	1921	0
"7730"	7730	60	3	1	1921	0
"7731"	7731	61	3	2	1921	0
"7732"	7732	62	3	3	1921	0
"7733"	7733	63	3	4	1921	0
"7734"	7734	64	3	5	1921	0
"7735"	7735	65	3	6	1921	0.02
"7736"	7736	66	3	7	1921	0
"7737"	7737	67	3	8	1921	0.06
"7738"	7738	68	3	9	1921	0
"7739"	7739	69	3	10	1921	0
"7740"	7740	70	3	11	1921	0
"7741"	7741	71	3	12	1921	0
"7742"	7742	72	3	13	1921	0
"7743"	7743	73	3	14	1921	0
"7744"	7744	74	3	15	1921	0
"7745"	7745	75	3	16	1921	0
"7746"	7746	76	3	17	1921	0
"7747"	7747	77	3	18	1921	0
"7748"	7748	78	3	19	1921	0
"7749"	7749	79	3	20	1921	0
"7750"	7750	80	3	21	1921	0
"7751"	7751	81	3	22	1921	0
"7752"	7752	82	3	23	1921	0
"7753"	7753	83	3	24	1921	0
"7754"	7754	84	3	25	1921	0
"7755"	7755	85	3	26	1921	0.05
"7756"	7756	86	3	27	1921	0
"7757"	7757	87	3	28	1921	0
"7758"	7758	88	3	29	1921	0
"7759"	7759	89	3	30	1921	0
"7760"	7760	90	3	31	1921	0
"7761"	7761	91	4	1	1921	0
"7762"	7762	92	4	2	1921	0
"7763"	7763	93	4	3	1921	0
"7764"	7764	94	4	4	1921	0
"7765"	7765	95	4	5	1921	0
"7766"	7766	96	4	6	1921	0.14
"7767"	7767	97	4	7	1921	0.17
"7768"	7768	98	4	8	1921	0
"7769"	7769	99	4	9	1921	0.02
"7770"	7770	100	4	10	1921	0
"7771"	7771	101	4	11	1921	0
"7772"	7772	102	4	12	1921	0
"7773"	7773	103	4	13	1921	0
"7774"	7774	104	4	14	1921	0.05
"7775"	7775	105	4	15	1921	0.97
"7776"	7776	106	4	16	1921	0.08
"7777"	7777	107	4	17	1921	0
"7778"	7778	108	4	18	1921	0
"7779"	7779	109	4	19	1921	0
"7780"	7780	110	4	20	1921	0
"7781"	7781	111	4	21	1921	0
"7782"	7782	112	4	22	1921	0
"7783"	7783	113	4	23	1921	0
"7784"	7784	114	4	24	1921	0.26
"7785"	7785	115	4	25	1921	0.02
"7786"	7786	116	4	26	1921	0
"7787"	7787	117	4	27	1921	0
"7788"	7788	118	4	28	1921	0
"7789"	7789	119	4	29	1921	0
"7790"	7790	120	4	30	1921	0
"7791"	7791	121	5	1	1921	0
"7792"	7792	122	5	2	1921	0
"7793"	7793	123	5	3	1921	0
"7794"	7794	124	5	4	1921	0
"7795"	7795	125	5	5	1921	0
"7796"	7796	126	5	6	1921	0.01
"7797"	7797	127	5	7	1921	0.56
"7798"	7798	128	5	8	1921	0.12
"7799"	7799	129	5	9	1921	0.01
"7800"	7800	130	5	10	1921	0
"7801"	7801	131	5	11	1921	0
"7802"	7802	132	5	12	1921	0
"7803"	7803	133	5	13	1921	0
"7804"	7804	134	5	14	1921	0
"7805"	7805	135	5	15	1921	0.03
"7806"	7806	136	5	16	1921	0
"7807"	7807	137	5	17	1921	0.34
"7808"	7808	138	5	18	1921	0.47
"7809"	7809	139	5	19	1921	0.04
"7810"	7810	140	5	20	1921	0
"7811"	7811	141	5	21	1921	0
"7812"	7812	142	5	22	1921	0
"7813"	7813	143	5	23	1921	0
"7814"	7814	144	5	24	1921	0
"7815"	7815	145	5	25	1921	0.19
"7816"	7816	146	5	26	1921	0
"7817"	7817	147	5	27	1921	0
"7818"	7818	148	5	28	1921	0
"7819"	7819	149	5	29	1921	0
"7820"	7820	150	5	30	1921	0
"7821"	7821	151	5	31	1921	0.2
"7822"	7822	152	6	1	1921	0
"7823"	7823	153	6	2	1921	0.24
"7824"	7824	154	6	3	1921	1.07
"7825"	7825	155	6	4	1921	1.46
"7826"	7826	156	6	5	1921	0.25
"7827"	7827	157	6	6	1921	0.02
"7828"	7828	158	6	7	1921	0.6
"7829"	7829	159	6	8	1921	0
"7830"	7830	160	6	9	1921	0
"7831"	7831	161	6	10	1921	0
"7832"	7832	162	6	11	1921	0
"7833"	7833	163	6	12	1921	0
"7834"	7834	164	6	13	1921	0
"7835"	7835	165	6	14	1921	0
"7836"	7836	166	6	15	1921	0
"7837"	7837	167	6	16	1921	0
"7838"	7838	168	6	17	1921	0
"7839"	7839	169	6	18	1921	0
"7840"	7840	170	6	19	1921	0.02
"7841"	7841	171	6	20	1921	0
"7842"	7842	172	6	21	1921	0
"7843"	7843	173	6	22	1921	0
"7844"	7844	174	6	23	1921	0
"7845"	7845	175	6	24	1921	0
"7846"	7846	176	6	25	1921	0
"7847"	7847	177	6	26	1921	0
"7848"	7848	178	6	27	1921	0
"7849"	7849	179	6	28	1921	0
"7850"	7850	180	6	29	1921	0
"7851"	7851	181	6	30	1921	0
"7852"	7852	182	7	1	1921	0
"7853"	7853	183	7	2	1921	0
"7854"	7854	184	7	3	1921	0
"7855"	7855	185	7	4	1921	0.57
"7856"	7856	186	7	5	1921	0.03
"7857"	7857	187	7	6	1921	0
"7858"	7858	188	7	7	1921	0
"7859"	7859	189	7	8	1921	0
"7860"	7860	190	7	9	1921	0
"7861"	7861	191	7	10	1921	0
"7862"	7862	192	7	11	1921	0
"7863"	7863	193	7	12	1921	0
"7864"	7864	194	7	13	1921	0
"7865"	7865	195	7	14	1921	0
"7866"	7866	196	7	15	1921	0
"7867"	7867	197	7	16	1921	0
"7868"	7868	198	7	17	1921	0.02
"7869"	7869	199	7	18	1921	0.08
"7870"	7870	200	7	19	1921	0
"7871"	7871	201	7	20	1921	0
"7872"	7872	202	7	21	1921	0.39
"7873"	7873	203	7	22	1921	0.02
"7874"	7874	204	7	23	1921	0
"7875"	7875	205	7	24	1921	0
"7876"	7876	206	7	25	1921	0
"7877"	7877	207	7	26	1921	0
"7878"	7878	208	7	27	1921	0
"7879"	7879	209	7	28	1921	0.19
"7880"	7880	210	7	29	1921	0
"7881"	7881	211	7	30	1921	0
"7882"	7882	212	7	31	1921	0.06
"7883"	7883	213	8	1	1921	0.69
"7884"	7884	214	8	2	1921	0.04
"7885"	7885	215	8	3	1921	0.12
"7886"	7886	216	8	4	1921	0
"7887"	7887	217	8	5	1921	0
"7888"	7888	218	8	6	1921	0
"7889"	7889	219	8	7	1921	0
"7890"	7890	220	8	8	1921	0
"7891"	7891	221	8	9	1921	0.35
"7892"	7892	222	8	10	1921	0
"7893"	7893	223	8	11	1921	0
"7894"	7894	224	8	12	1921	0
"7895"	7895	225	8	13	1921	0
"7896"	7896	226	8	14	1921	0.32
"7897"	7897	227	8	15	1921	0
"7898"	7898	228	8	16	1921	0
"7899"	7899	229	8	17	1921	0
"7900"	7900	230	8	18	1921	0
"7901"	7901	231	8	19	1921	0
"7902"	7902	232	8	20	1921	0
"7903"	7903	233	8	21	1921	0
"7904"	7904	234	8	22	1921	0
"7905"	7905	235	8	23	1921	0
"7906"	7906	236	8	24	1921	0.58
"7907"	7907	237	8	25	1921	0.37
"7908"	7908	238	8	26	1921	0.12
"7909"	7909	239	8	27	1921	0
"7910"	7910	240	8	28	1921	0
"7911"	7911	241	8	29	1921	0
"7912"	7912	242	8	30	1921	0
"7913"	7913	243	8	31	1921	0
"7914"	7914	244	9	1	1921	0
"7915"	7915	245	9	2	1921	0.54
"7916"	7916	246	9	3	1921	0.04
"7917"	7917	247	9	4	1921	0
"7918"	7918	248	9	5	1921	0
"7919"	7919	249	9	6	1921	0
"7920"	7920	250	9	7	1921	0
"7921"	7921	251	9	8	1921	0
"7922"	7922	252	9	9	1921	0
"7923"	7923	253	9	10	1921	0
"7924"	7924	254	9	11	1921	0
"7925"	7925	255	9	12	1921	0
"7926"	7926	256	9	13	1921	0
"7927"	7927	257	9	14	1921	0
"7928"	7928	258	9	15	1921	0
"7929"	7929	259	9	16	1921	0
"7930"	7930	260	9	17	1921	0
"7931"	7931	261	9	18	1921	0.1
"7932"	7932	262	9	19	1921	0
"7933"	7933	263	9	20	1921	0
"7934"	7934	264	9	21	1921	0
"7935"	7935	265	9	22	1921	0
"7936"	7936	266	9	23	1921	0
"7937"	7937	267	9	24	1921	0
"7938"	7938	268	9	25	1921	0
"7939"	7939	269	9	26	1921	0
"7940"	7940	270	9	27	1921	0
"7941"	7941	271	9	28	1921	0
"7942"	7942	272	9	29	1921	0
"7943"	7943	273	9	30	1921	0
"7944"	7944	274	10	1	1921	0
"7945"	7945	275	10	2	1921	0
"7946"	7946	276	10	3	1921	0
"7947"	7947	277	10	4	1921	0
"7948"	7948	278	10	5	1921	0
"7949"	7949	279	10	6	1921	0.07
"7950"	7950	280	10	7	1921	0
"7951"	7951	281	10	8	1921	0
"7952"	7952	282	10	9	1921	0
"7953"	7953	283	10	10	1921	0
"7954"	7954	284	10	11	1921	0
"7955"	7955	285	10	12	1921	0
"7956"	7956	286	10	13	1921	0
"7957"	7957	287	10	14	1921	0
"7958"	7958	288	10	15	1921	0
"7959"	7959	289	10	16	1921	0
"7960"	7960	290	10	17	1921	0
"7961"	7961	291	10	18	1921	0
"7962"	7962	292	10	19	1921	0
"7963"	7963	293	10	20	1921	0
"7964"	7964	294	10	21	1921	0
"7965"	7965	295	10	22	1921	0
"7966"	7966	296	10	23	1921	0
"7967"	7967	297	10	24	1921	0
"7968"	7968	298	10	25	1921	0.3
"7969"	7969	299	10	26	1921	0
"7970"	7970	300	10	27	1921	0
"7971"	7971	301	10	28	1921	0
"7972"	7972	302	10	29	1921	0
"7973"	7973	303	10	30	1921	0
"7974"	7974	304	10	31	1921	0
"7975"	7975	305	11	1	1921	0
"7976"	7976	306	11	2	1921	0
"7977"	7977	307	11	3	1921	0
"7978"	7978	308	11	4	1921	0
"7979"	7979	309	11	5	1921	0
"7980"	7980	310	11	6	1921	0
"7981"	7981	311	11	7	1921	0
"7982"	7982	312	11	8	1921	0.02
"7983"	7983	313	11	9	1921	0
"7984"	7984	314	11	10	1921	0
"7985"	7985	315	11	11	1921	0
"7986"	7986	316	11	12	1921	0
"7987"	7987	317	11	13	1921	0
"7988"	7988	318	11	14	1921	0
"7989"	7989	319	11	15	1921	0
"7990"	7990	320	11	16	1921	0
"7991"	7991	321	11	17	1921	0.28
"7992"	7992	322	11	18	1921	0.02
"7993"	7993	323	11	19	1921	0
"7994"	7994	324	11	20	1921	0
"7995"	7995	325	11	21	1921	0
"7996"	7996	326	11	22	1921	0
"7997"	7997	327	11	23	1921	0
"7998"	7998	328	11	24	1921	0
"7999"	7999	329	11	25	1921	0
"8000"	8000	330	11	26	1921	0
"8001"	8001	331	11	27	1921	0
"8002"	8002	332	11	28	1921	0
"8003"	8003	333	11	29	1921	0
"8004"	8004	334	11	30	1921	0
"8005"	8005	335	12	1	1921	0
"8006"	8006	336	12	2	1921	0.31
"8007"	8007	337	12	3	1921	0.2
"8008"	8008	338	12	4	1921	0
"8009"	8009	339	12	5	1921	0
"8010"	8010	340	12	6	1921	0
"8011"	8011	341	12	7	1921	0
"8012"	8012	342	12	8	1921	0
"8013"	8013	343	12	9	1921	0
"8014"	8014	344	12	10	1921	0
"8015"	8015	345	12	11	1921	0
"8016"	8016	346	12	12	1921	0
"8017"	8017	347	12	13	1921	0
"8018"	8018	348	12	14	1921	0
"8019"	8019	349	12	15	1921	0
"8020"	8020	350	12	16	1921	0
"8021"	8021	351	12	17	1921	0
"8022"	8022	352	12	18	1921	0
"8023"	8023	353	12	19	1921	0
"8024"	8024	354	12	20	1921	0
"8025"	8025	355	12	21	1921	0
"8026"	8026	356	12	22	1921	0.09
"8027"	8027	357	12	23	1921	0.29
"8028"	8028	358	12	24	1921	0
"8029"	8029	359	12	25	1921	0
"8030"	8030	360	12	26	1921	0
"8031"	8031	361	12	27	1921	0
"8032"	8032	362	12	28	1921	0
"8033"	8033	363	12	29	1921	0
"8034"	8034	364	12	30	1921	0
"8035"	8035	365	12	31	1921	0
"8036"	8036	1	1	1	1922	0
"8037"	8037	2	1	2	1922	0
"8038"	8038	3	1	3	1922	0.14
"8039"	8039	4	1	4	1922	0.05
"8040"	8040	5	1	5	1922	0
"8041"	8041	6	1	6	1922	0
"8042"	8042	7	1	7	1922	0
"8043"	8043	8	1	8	1922	0
"8044"	8044	9	1	9	1922	0
"8045"	8045	10	1	10	1922	0
"8046"	8046	11	1	11	1922	0
"8047"	8047	12	1	12	1922	0
"8048"	8048	13	1	13	1922	0
"8049"	8049	14	1	14	1922	0
"8050"	8050	15	1	15	1922	0
"8051"	8051	16	1	16	1922	0
"8052"	8052	17	1	17	1922	0
"8053"	8053	18	1	18	1922	0.11
"8054"	8054	19	1	19	1922	0
"8055"	8055	20	1	20	1922	0
"8056"	8056	21	1	21	1922	0
"8057"	8057	22	1	22	1922	0
"8058"	8058	23	1	23	1922	0
"8059"	8059	24	1	24	1922	0
"8060"	8060	25	1	25	1922	0
"8061"	8061	26	1	26	1922	0
"8062"	8062	27	1	27	1922	0
"8063"	8063	28	1	28	1922	0
"8064"	8064	29	1	29	1922	0.04
"8065"	8065	30	1	30	1922	0
"8066"	8066	31	1	31	1922	0.01
"8067"	8067	32	2	1	1922	0
"8068"	8068	33	2	2	1922	0
"8069"	8069	34	2	3	1922	0
"8070"	8070	35	2	4	1922	0
"8071"	8071	36	2	5	1922	0.07
"8072"	8072	37	2	6	1922	0
"8073"	8073	38	2	7	1922	0
"8074"	8074	39	2	8	1922	0
"8075"	8075	40	2	9	1922	0
"8076"	8076	41	2	10	1922	0
"8077"	8077	42	2	11	1922	0.01
"8078"	8078	43	2	12	1922	0
"8079"	8079	44	2	13	1922	0
"8080"	8080	45	2	14	1922	0
"8081"	8081	46	2	15	1922	0
"8082"	8082	47	2	16	1922	0
"8083"	8083	48	2	17	1922	0
"8084"	8084	49	2	18	1922	0
"8085"	8085	50	2	19	1922	0
"8086"	8086	51	2	20	1922	0
"8087"	8087	52	2	21	1922	0
"8088"	8088	53	2	22	1922	0.05
"8089"	8089	54	2	23	1922	0.02
"8090"	8090	55	2	24	1922	0
"8091"	8091	56	2	25	1922	0
"8092"	8092	57	2	26	1922	0.02
"8093"	8093	58	2	27	1922	0.24
"8094"	8094	59	2	28	1922	0.12
"8095"	8095	60	3	1	1922	0
"8096"	8096	61	3	2	1922	0
"8097"	8097	62	3	3	1922	0
"8098"	8098	63	3	4	1922	0
"8099"	8099	64	3	5	1922	0
"8100"	8100	65	3	6	1922	0
"8101"	8101	66	3	7	1922	0
"8102"	8102	67	3	8	1922	0.09
"8103"	8103	68	3	9	1922	0
"8104"	8104	69	3	10	1922	0
"8105"	8105	70	3	11	1922	0
"8106"	8106	71	3	12	1922	0
"8107"	8107	72	3	13	1922	0
"8108"	8108	73	3	14	1922	0
"8109"	8109	74	3	15	1922	0
"8110"	8110	75	3	16	1922	0
"8111"	8111	76	3	17	1922	0.01
"8112"	8112	77	3	18	1922	0.26
"8113"	8113	78	3	19	1922	0
"8114"	8114	79	3	20	1922	0
"8115"	8115	80	3	21	1922	0
"8116"	8116	81	3	22	1922	0
"8117"	8117	82	3	23	1922	0
"8118"	8118	83	3	24	1922	0
"8119"	8119	84	3	25	1922	0
"8120"	8120	85	3	26	1922	0
"8121"	8121	86	3	27	1922	0
"8122"	8122	87	3	28	1922	0
"8123"	8123	88	3	29	1922	0
"8124"	8124	89	3	30	1922	0
"8125"	8125	90	3	31	1922	0
"8126"	8126	91	4	1	1922	0
"8127"	8127	92	4	2	1922	0.01
"8128"	8128	93	4	3	1922	0
"8129"	8129	94	4	4	1922	0
"8130"	8130	95	4	5	1922	0.4
"8131"	8131	96	4	6	1922	0
"8132"	8132	97	4	7	1922	0
"8133"	8133	98	4	8	1922	0
"8134"	8134	99	4	9	1922	0
"8135"	8135	100	4	10	1922	0
"8136"	8136	101	4	11	1922	0
"8137"	8137	102	4	12	1922	0.14
"8138"	8138	103	4	13	1922	0.05
"8139"	8139	104	4	14	1922	0
"8140"	8140	105	4	15	1922	0.1
"8141"	8141	106	4	16	1922	0.25
"8142"	8142	107	4	17	1922	0.27
"8143"	8143	108	4	18	1922	0
"8144"	8144	109	4	19	1922	0
"8145"	8145	110	4	20	1922	0
"8146"	8146	111	4	21	1922	0
"8147"	8147	112	4	22	1922	0
"8148"	8148	113	4	23	1922	0
"8149"	8149	114	4	24	1922	0.06
"8150"	8150	115	4	25	1922	0.19
"8151"	8151	116	4	26	1922	0.84
"8152"	8152	117	4	27	1922	0.37
"8153"	8153	118	4	28	1922	0.12
"8154"	8154	119	4	29	1922	0
"8155"	8155	120	4	30	1922	0
"8156"	8156	121	5	1	1922	0.02
"8157"	8157	122	5	2	1922	0
"8158"	8158	123	5	3	1922	0
"8159"	8159	124	5	4	1922	0
"8160"	8160	125	5	5	1922	0
"8161"	8161	126	5	6	1922	0
"8162"	8162	127	5	7	1922	0
"8163"	8163	128	5	8	1922	0
"8164"	8164	129	5	9	1922	0
"8165"	8165	130	5	10	1922	0.01
"8166"	8166	131	5	11	1922	0
"8167"	8167	132	5	12	1922	0
"8168"	8168	133	5	13	1922	0
"8169"	8169	134	5	14	1922	0.04
"8170"	8170	135	5	15	1922	0.04
"8171"	8171	136	5	16	1922	0
"8172"	8172	137	5	17	1922	0
"8173"	8173	138	5	18	1922	0
"8174"	8174	139	5	19	1922	0
"8175"	8175	140	5	20	1922	0
"8176"	8176	141	5	21	1922	0.12
"8177"	8177	142	5	22	1922	0
"8178"	8178	143	5	23	1922	0
"8179"	8179	144	5	24	1922	0
"8180"	8180	145	5	25	1922	0
"8181"	8181	146	5	26	1922	0
"8182"	8182	147	5	27	1922	0.01
"8183"	8183	148	5	28	1922	0
"8184"	8184	149	5	29	1922	0.13
"8185"	8185	150	5	30	1922	0.17
"8186"	8186	151	5	31	1922	0.33
"8187"	8187	152	6	1	1922	0
"8188"	8188	153	6	2	1922	0
"8189"	8189	154	6	3	1922	0
"8190"	8190	155	6	4	1922	0
"8191"	8191	156	6	5	1922	0
"8192"	8192	157	6	6	1922	0
"8193"	8193	158	6	7	1922	0
"8194"	8194	159	6	8	1922	0
"8195"	8195	160	6	9	1922	0
"8196"	8196	161	6	10	1922	0
"8197"	8197	162	6	11	1922	0
"8198"	8198	163	6	12	1922	0
"8199"	8199	164	6	13	1922	0.5
"8200"	8200	165	6	14	1922	0.53
"8201"	8201	166	6	15	1922	0
"8202"	8202	167	6	16	1922	0
"8203"	8203	168	6	17	1922	0
"8204"	8204	169	6	18	1922	0
"8205"	8205	170	6	19	1922	0
"8206"	8206	171	6	20	1922	0
"8207"	8207	172	6	21	1922	0
"8208"	8208	173	6	22	1922	0
"8209"	8209	174	6	23	1922	0
"8210"	8210	175	6	24	1922	0
"8211"	8211	176	6	25	1922	0
"8212"	8212	177	6	26	1922	0
"8213"	8213	178	6	27	1922	0
"8214"	8214	179	6	28	1922	0
"8215"	8215	180	6	29	1922	0
"8216"	8216	181	6	30	1922	0
"8217"	8217	182	7	1	1922	0
"8218"	8218	183	7	2	1922	0
"8219"	8219	184	7	3	1922	0
"8220"	8220	185	7	4	1922	0
"8221"	8221	186	7	5	1922	0.12
"8222"	8222	187	7	6	1922	0.08
"8223"	8223	188	7	7	1922	0
"8224"	8224	189	7	8	1922	0
"8225"	8225	190	7	9	1922	0
"8226"	8226	191	7	10	1922	0
"8227"	8227	192	7	11	1922	0
"8228"	8228	193	7	12	1922	0
"8229"	8229	194	7	13	1922	0
"8230"	8230	195	7	14	1922	0
"8231"	8231	196	7	15	1922	0.01
"8232"	8232	197	7	16	1922	0
"8233"	8233	198	7	17	1922	0.09
"8234"	8234	199	7	18	1922	0
"8235"	8235	200	7	19	1922	0
"8236"	8236	201	7	20	1922	0
"8237"	8237	202	7	21	1922	0.24
"8238"	8238	203	7	22	1922	0.01
"8239"	8239	204	7	23	1922	0
"8240"	8240	205	7	24	1922	0.17
"8241"	8241	206	7	25	1922	0
"8242"	8242	207	7	26	1922	0
"8243"	8243	208	7	27	1922	0
"8244"	8244	209	7	28	1922	0.08
"8245"	8245	210	7	29	1922	0
"8246"	8246	211	7	30	1922	0
"8247"	8247	212	7	31	1922	0
"8248"	8248	213	8	1	1922	0
"8249"	8249	214	8	2	1922	0
"8250"	8250	215	8	3	1922	0
"8251"	8251	216	8	4	1922	0.05
"8252"	8252	217	8	5	1922	0.03
"8253"	8253	218	8	6	1922	0
"8254"	8254	219	8	7	1922	0
"8255"	8255	220	8	8	1922	0.19
"8256"	8256	221	8	9	1922	0
"8257"	8257	222	8	10	1922	0.2
"8258"	8258	223	8	11	1922	0
"8259"	8259	224	8	12	1922	0
"8260"	8260	225	8	13	1922	0
"8261"	8261	226	8	14	1922	0
"8262"	8262	227	8	15	1922	0
"8263"	8263	228	8	16	1922	0
"8264"	8264	229	8	17	1922	0.02
"8265"	8265	230	8	18	1922	0.04
"8266"	8266	231	8	19	1922	0
"8267"	8267	232	8	20	1922	0
"8268"	8268	233	8	21	1922	0
"8269"	8269	234	8	22	1922	0
"8270"	8270	235	8	23	1922	0
"8271"	8271	236	8	24	1922	0
"8272"	8272	237	8	25	1922	0
"8273"	8273	238	8	26	1922	0
"8274"	8274	239	8	27	1922	0
"8275"	8275	240	8	28	1922	0.02
"8276"	8276	241	8	29	1922	0.01
"8277"	8277	242	8	30	1922	0.06
"8278"	8278	243	8	31	1922	0.11
"8279"	8279	244	9	1	1922	0
"8280"	8280	245	9	2	1922	0
"8281"	8281	246	9	3	1922	0
"8282"	8282	247	9	4	1922	0
"8283"	8283	248	9	5	1922	0
"8284"	8284	249	9	6	1922	0
"8285"	8285	250	9	7	1922	0
"8286"	8286	251	9	8	1922	0
"8287"	8287	252	9	9	1922	0
"8288"	8288	253	9	10	1922	0
"8289"	8289	254	9	11	1922	0
"8290"	8290	255	9	12	1922	0
"8291"	8291	256	9	13	1922	0
"8292"	8292	257	9	14	1922	0
"8293"	8293	258	9	15	1922	0
"8294"	8294	259	9	16	1922	0
"8295"	8295	260	9	17	1922	0
"8296"	8296	261	9	18	1922	0
"8297"	8297	262	9	19	1922	0
"8298"	8298	263	9	20	1922	0
"8299"	8299	264	9	21	1922	0
"8300"	8300	265	9	22	1922	0
